40.6333245,22.9381142
40.6338108,22.9386487
40.6341087,22.938951
40.6349007,22.9397836
40.6359246,22.9408421
40.6375008,22.9424061
40.6377943,22.9426477
40.6385139,22.9432128
40.6389659,22.9435848
40.6394058,22.9439459
40.6337841,22.9373194
40.6346118,22.9380954
40.6355194,22.9389488
40.636077,22.9394837
40.6364623,22.9398422
40.6371819,22.9405361
40.6381119,22.9414086
40.6383966,22.9416918
40.6395981,22.9369498
40.6394444,22.9426888
40.639852,22.943085
40.6079085,22.9533545
40.6184277,22.9584412
40.6363627,22.9344834
40.6346347,22.9359604
40.6342644,22.9365042
40.6340803,22.9367867
40.6327482,22.9391119
40.6324251,22.9396748
40.6314659,22.9413152
40.6311533,22.9418525
40.6304921,22.9429258
40.6298506,22.9438433
40.6290943,22.9449425
40.6287174,22.9454912
40.6282563,22.9461715
40.6280924,22.9464056
40.6274555,22.9473523
40.6264121,22.9488278
40.6173874,22.9587497
40.6236547,22.95225
40.6232596,22.9522844
40.6229483,22.952175
40.6224819,22.9519431
40.6218981,22.952024
40.6206925,22.9524497
40.6202691,22.952608
40.619522,22.9528883
40.6185921,22.953122
40.617629,22.9530559
40.6166084,22.9528676
40.6110102,22.9518554
40.6084975,22.9514196
40.6145015,22.9631086
40.6143457,22.9541254
40.6370282,22.924153
40.6333448,22.9085111
40.6313614,22.9348161
40.6104629,22.9505314
40.5956038,22.9491071
40.6329942,22.9104763
40.6370153,22.92204
40.6368263,22.9285904
40.5969268,22.9485235
40.6319152,22.9340438
40.6349309,22.9271056
40.6384025,22.9154154
40.6378713,22.9060084
40.6225863,22.950975
40.5940101,22.9482348
40.6352231,22.916883
40.6352175,22.9255263
40.6326968,22.9054747
40.6226443,22.9512202
40.6321912,22.9358121
40.6341494,22.9302884
40.5937264,22.9470511
40.6331583,22.9126687
40.598803,22.9486232
40.6386933,22.9045549
40.5933114,22.9476797
40.6349895,22.9272086
40.6356799,22.9321352
40.6389235,22.9133812
40.6217264,22.951322
40.638253,22.9049745
40.5925794,22.9478142
40.6347355,22.9190976
40.6344619,22.9238955
40.6328971,22.9112593
40.6332466,22.9356202
40.6347941,22.9214751
40.5966335,22.9473733
40.6433644,22.9024463
40.6368784,22.9258181
40.6376992,22.9177313
40.6333059,22.9117877
40.6373344,22.9196883
40.5983084,22.9466695
40.6409221,22.9024033
